"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","B525-A","R660-A","R710-A","UV440-A","V440-A","YG610-A","Time"
41061.3,27249,98755.7,21064.7,16341,84480.4,1039.08,379.26,490.56,40.92,99,14385.4,0.498661
58363.2,37391,102294,27927.5,19100,95824.9,1261.68,319.62,281.82,50.22,238.5,11070.2,0.499704
60411.4,34115,116052,36075.5,19920,118687,4383.12,995.82,1127.7,107.88,315,30061.7,0.500748
55671.7,37675,96841.4,30378.6,21368,93171.6,1617,311.64,191.94,36.27,122.4,8153.21,0.504921
37170,24717,98554.6,17325.8,13504,84083.7,154.56,-4.62,15.12,16.74,158.4,552.24,0.504921
60330.2,43685,90507,18882.4,13805,89639.6,2053.8,390.18,362.88,21.39,126,13486.2,0.504921
45880.1,28373,105974,21798.8,16829,84889.7,1118.88,341.04,375.48,99.51,182.7,9098.98,0.507007
53340,38624,90505.7,15068.8,11912,82903.5,958.44,372.54,327.18,48.36,124.2,12043.1,0.507007
50834.7,29801,111792,28429.8,16100,115725,1581.72,405.72,541.38,48.36,172.8,12532.8,0.50805
65776.9,41537,103781,27319.3,20189,88681.9,3615.36,496.86,532.98,39.99,182.7,17264.6,0.50805
50489.6,33003,100260,21693.8,16326,87083.6,775.32,320.88,435.96,23.25,107.1,9848.28,0.509093
79056.6,47636,108763,25919.9,17284,98280.8,1497.72,336,328.44,88.35,135.9,11182.3,0.509093
43715,27507,104152,28947.2,20603,92078.2,1266.72,333.48,288.12,66.03,227.7,10663.7,0.510137
62464.5,42008,97449.9,19549.3,15288,83803.3,1434.72,718.62,841.26,68.82,240.3,25517.5,0.51118
79144.1,47566,109044,37363.2,19635,124708,2465.4,573.3,732.06,52.08,203.4,20350.3,0.51118
56535.5,35299,104964,29080.8,20095,94841.5,1105.44,296.94,313.32,81.84,151.2,8118.4,0.512223
62930,46114,89434.5,31123.7,22858,89234.5,972.72,172.2,101.64,-3.72,52.2,5099.37,0.513266
54400.5,29830,119517,28684.3,19178,98021.5,2787.12,775.74,909.72,51.15,130.5,25580.6,0.51431
35536.2,22353,104187,33528.6,18633,117927,3258.36,454.44,444.36,18.6,135,13335.8,0.51431
55562.5,35331,103064,35988.1,21243,111026,1922.76,348.6,190.68,63.24,148.5,11587,0.515353
58513.7,35008,109539,29032.9,20236,94025.6,1394.4,323.82,322.56,60.45,65.7,13323.4,0.515353
34456.8,23403,96490.2,21033.6,13334,103379,1009.68,217.98,297.78,53.01,80.1,7969.72,0.515353
42098,26245,105122,31190,21689,94244.6,212.52,69.3,14.28,79.05,165.6,388.81,0.515353
50204.7,24979,131719,30716.3,13651,147463,1706.88,327.18,376.74,57.66,170.1,10428.8,0.515353
61646.9,36359,111117,47182.8,20923,147788,4325.16,845.88,1021.44,93,246.6,30661.1,0.516396
81699.8,47801,112012,26776.7,18826,93213.5,748.44,247.8,256.62,110.67,246.6,8272.39,0.518482
28857.5,15641,120913,43157.5,24084,117438,4207.56,194.04,175.56,-1.86,93.6,4718.82,0.522655
85218.7,53383,104619,30912,21359,94847.5,1214.64,428.4,489.72,79.98,168.3,13085,0.524742
45973.2,28539,105571,17293.1,12614,89846.1,965.16,215.88,267.54,43.71,151.2,6819.22,0.525785
39018,25691,99532.3,29586.5,18911,102532,368.76,118.86,135.66,-10.23,53.1,2626.09,0.525785
